8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8
8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8
8,9,9,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8
8,9,9,6,6,6,6,6,6,6,2,2,2,6,6,6,2,2,2,2,2,2,2,2,2,2,2,6,6,9,9,8
8,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,9,9,8
8,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,8
8,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,8
8,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,8
8,9,9,2,2,2,2,5,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,9,9,8
8,9,9,2,2,5,5,5,5,2,2,2,2,2,5,1,1,1,1,1,1,1,2,2,2,2,2,2,9,9,9,8
8,9,9,2,2,5,5,5,5,5,2,2,2,2,5,1,1,1,1,1,1,1,1,1,2,2,2,9,9,9,9,8
8,9,9,1,5,5,5,5,5,5,5,5,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,8
8,9,9,1,5,5,5,5,5,5,5,5,2,2,5,5,5,1,1,1,1,1,1,1,1,1,1,1,9,9,9,8
8,9,9,1,1,5,5,5,5,5,5,2,2,2,2,2,5,5,5,1,1,1,1,1,1,1,1,1,9,9,9,8
8,9,9,1,1,5,5,5,5,5,5,5,5,2,2,2,2,2,5,1,1,1,1,1,1,1,1,9,9,9,9,8
8,9,9,1,1,5,5,5,5,5,2,5,5,5,2,2,2,2,5,1,1,1,1,1,1,1,1,9,9,9,9,8
8,9,9,1,1,5,5,5,5,2,2,2,5,5,2,2,5,5,1,1,1,1,1,1,1,1,1,9,9,9,9,8
8,9,9,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,9,9,9,9,9,9,9,9,9,9,9,9,8
8,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,8
8,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,1,1,1,9,9,9,9,9,8
8,9,9,1,1,9,9,1,1,1,1,1,1,1,9,9,9,9,1,1,1,1,1,1,1,1,1,9,9,9,9,8
8,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,8
8,9,9,9,9,9,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,9,9,9,8
8,9,9,9,9,9,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,9,9,9,8
8,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,8
8,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,8
8,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,8
8,9,9,9,1,1,1,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8
8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8
8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
